百佳,荃灣,愉景新城商場,新界荃灣青山公路398號愉景新城-購物商場第三層1-2及5-8 號鋪,0900 - 2200,3907 0224,,,新界
百佳,荃灣,創意無限,新界荃灣荃華街創意無限1樓F201號鋪,0800 - 2200,2406 1525,22.369095,114.120719,新界
百佳,葵涌,象山?,新界葵涌象山?西路象山?象山商場313-317號,0800 - 2100,2499 3324,22.37842,114.130901,新界
百佳,葵涌,祖堯?,新界葵涌祖堯?敬祖路6號D座D3-8鋪,0800 - 2200,2744 8045,22.345583,114.12835,新界
百佳,葵涌,好爵中心,新界葵芳葵益路2-10號好爵中心地下19-37號,0700 - 2300,2428 7716,22.406083,114.120154,新界
百佳,葵涌,麗瑤?,新界葵涌麗瑤?商場1-5號,0800 - 2100,2745 3185,22.35397,114.13112,新界
百佳,葵涌,禾塘咀街美涌大廈,新界葵涌禾塘咀街87-89號美涌大廈低層地下1號鋪,0900 - 2100,2611 9722,22.367467,114.1323,新界
百佳,葵涌,石籬?,新界葵涌石籬 第一    ?石籬購物中心1樓107號鋪,0800 - 2200,2421 9498,22.36685,114.130259,新界
百佳,葵涌,石蔭?,新界葵涌石蔭?石蔭商場1樓114號鋪,0800 - 2200,3523 1613,,,新界
百佳,葵涌,大窩口第2商場,新界葵涌石頭街大窩口第2商場5號鋪,0800 - 2200,2614 7190,22.366428,114.125046,新界
百佳,葵涌,恒景商場,新界葵涌榮芳路9號恒景商場1樓103-106號鋪,0800 - 2200,2405 1112,22.360465,114.127839,新界
百佳,西貢,西貢苑,"新界西貢福民路西貢苑15-16, 18-20, 28及30號地鋪",0800 - 2200,2791 1759,22.382472,114.272115,新界
百佳,西貢,科技大學,新界西貢清水灣清水灣道香港科技大學學術大樓地下,星期一至五、日：,2719 1463,,,新界
百佳,離島,東灣商業廣場,長洲東灣路 80 號東灣商業廣場地下,0800 - 2200,2981 7169,22.208481,114.029563,新界
百佳,離島,海傍街,長洲海傍街97A - 99號,0800 - 2230,2981 3169,22.207163,114.028739,新界
百佳,青衣,長宏?,新界青衣長宏?長宏商場6號鋪,0730 - 2230,2610 4160,22.347687,114.110697,新界
百佳,青衣,翠怡花園,新界青衣翠怡花園第一期商場地下 5 號鋪,0800 - 2200,2495 5016,,,新界
百佳,青衣,藍澄灣,"新界青衣青衣路1號藍澄灣商場L1, 3號鋪",0800 - 2230,3520 2410,22.342219,114.109777,新界
百佳,青衣,青怡花園,新界青衣青綠街7-19號青怡花園商場地下1號,0800 - 2200,2495 1131,22.35381,114.104424,新界
百佳,青衣,長發?,新界青衣長發?長發廣場3樓,0800 - 2200,2433 4260,22.347687,114.110697,新界
百佳,上環,均益大廈,香港干諾道西158A號均益大廈第3期一樓,0800 - 2230,2549 0078,22.288329,114.140484,香港
百佳,中環,中環大廈,香港中環擺花街23-39號中環大廈地下,0800 - 2200,2815 1450,22.282708,114.153663,香港
百佳,北角,北角城中心,香港北角英皇道250號道北角城中心地下2鋪,0730 - 2300,2104 2250,22.396428,114.109497,香港
